127.0.0.1 - - [28/Feb/2023:14:05:57 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:57 +0900] "GET /Model2/index.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/Main.me HTTP/1.1" 200 4175
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/css/front.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/css/default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/logo.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/facebook.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/main_img.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/img_back.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/twitter.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/icon2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/icon1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/icon3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/tr_back.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/under_logo.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/h3_back.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /Model2/images/segoeui.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:14:05:58 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:55 +0900] "GET /Model2/MemberLogin.me HTTP/1.1" 200 547
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:58 +0900] "POST /Model2/MemberLoginAction.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:58 +0900] "GET /Model2/Main.me HTTP/1.1" 200 4324
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/images/blue.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/css/subpage.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/upload/img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/upload/img10.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/images/center/t_back.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:34:59 +0900] "GET /Model2/images/company/sub_back.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:35:07 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:35:08 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:35:11 +0900] "GET /Model2/BasketList.ba HTTP/1.1" 200 3866
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:35:31 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:36:55 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:00 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:01 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:01 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:01 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:01 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:01 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:05 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:41:08 +0900] "POST /Model2/OrderAdd.or HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:49 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:50 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:50 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:50 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:50 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:51 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:51 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
0:0:0:0:0:0:0:1 - - [28/Feb/2023:15:42:52 +0900] "GET /Model2/OrderStart.or HTTP/1.1" 200 4892
